product_handle,variant_sku,variant_barcode,variant_title,weight_value,weight_unit,thumbnail_url,velocity,tags,allergens,ingredients,storage,country_of_origin,variant_title_raw,variant_sku_raw
trs-garlic-powder,trs-trs-garlic-powder-1kg,GEN_trs-garlic-powder_1kg,1kg,1,kg,/uploads/trs_garlic-powder.png,B,,,TRS Garlic Powder,,India,1kg,trs-garlic-powder-v1
trs-garlic-powder,trs-trs-garlic-powder-400g,GEN_trs-garlic-powder_400g,400g,400,g,/uploads/trs_garlic-powder.png,B,,,TRS Garlic Powder,,India,400g,trs-garlic-powder-v2
trs-ginger-paste,trs-trs-ginger-paste-1kg,GEN_trs-ginger-paste_1kg,1kg,1,kg,/uploads/trs_ginger-paste.png,B,,,TRS Ginger Paste,,India,1kg,trs-ginger-paste-v0
trs-ginger-powder,trs-trs-ginger-powder-100g,GEN_trs-ginger-powder_100g,100g,100,g,/uploads/trs_ginger-powder.png,B,,,TRS Ginger Powder,,India,100g,trs-ginger-powder-v0
trs-ginger-powder,trs-trs-ginger-powder-400g,GEN_trs-ginger-powder_400g,400g,400,g,/uploads/trs_ginger-powder.png,B,,,TRS Ginger Powder,,India,400g,trs-ginger-powder-v1
trs-ginger-powder,trs-trs-ginger-powder-1kg,GEN_trs-ginger-powder_1kg,1kg,1,kg,/uploads/trs_ginger-powder.png,B,,,TRS Ginger Powder,,India,1Kg,trs-ginger-powder-v2
trs-green-cardamom,trs-trs-green-cardamom-200g,GEN_trs-green-cardamom_200g,200g,200,g,/uploads/trs_green-cardamom.png,B,,,TRS Green Cardamom,,India,200g,trs-green-cardamom-v0
trs-green-cardamom,trs-trs-green-cardamom-50g,GEN_trs-green-cardamom_50g,50g,50,g,/uploads/trs_green-cardamom.png,B,,,TRS Green Cardamom,,India,50g,trs-green-cardamom-v1
trs-green-cardamom,trs-trs-green-cardamom-750g,GEN_trs-green-cardamom_750g,750g,750,g,/uploads/trs_green-cardamom.png,B,,,TRS Green Cardamom,,India,750g,trs-green-cardamom-v2
trs-green-lentils,trs-trs-green-lentils-500g,GEN_trs-green-lentils_500g,500g,500,g,/uploads/trs_green-lentils.png,B,,sesame,TRS Green Lentils,,India,500g,trs-green-lentils-v0
trs-green-lentils,trs-trs-green-lentils-1kg,GEN_trs-green-lentils_1kg,1kg,1,kg,/uploads/trs_green-lentils.png,B,,sesame,TRS Green Lentils,,India,1kg,trs-green-lentils-v1
trs-green-lentils,trs-trs-green-lentils-2kg,GEN_trs-green-lentils_2kg,2kg,2,kg,/uploads/trs_green-lentils.png,B,,sesame,TRS Green Lentils,,India,2kg,trs-green-lentils-v2
trs-ground-rice,trs-trs-ground-rice-15kg,GEN_trs-ground-rice_1.5kg,1.5kg,1.5,kg,/uploads/trs_ground-rice.png,B,,,TRS Ground Rice,,India,1.5kg,trs-ground-rice-v0
trs-ground-rice,trs-trs-ground-rice-500g,GEN_trs-ground-rice_500g,500g,500,g,/uploads/trs_ground-rice.png,B,,,TRS Ground Rice,,India,500g,trs-ground-rice-v1
trs-ground-rice,trs-trs-ground-rice-5kg,GEN_trs-ground-rice_5kg,5kg,5,kg,/uploads/trs_ground-rice.png,B,,,TRS Ground Rice,,India,5kg,trs-ground-rice-v2
trs-hot-madras-curry,trs-trs-hot-madras-curry-100g,GEN_trs-hot-madras-curry_100g,100g,100,g,/uploads/trs_hot-madras-curry.png,B,,,TRS Hot Madras Curry,,India,100g,trs-hot-madras-curry-v0
trs-hot-madras-curry,trs-trs-hot-madras-curry-400g,GEN_trs-hot-madras-curry_400g,400g,400,g,/uploads/trs_hot-madras-curry.png,B,,,TRS Hot Madras Curry,,India,400g,trs-hot-madras-curry-v1
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-1kg,GEN_trs-mild-madras-curry-powder_1kg,1kg,1,kg,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,1kg,trs-mild-madras-curry-powder-v0
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-2kg,GEN_trs-mild-madras-curry-powder_2kg,2kg,2,kg,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,2kg,trs-mild-madras-curry-powder-v1
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-400g,GEN_trs-mild-madras-curry-powder_400g,400g,400,g,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,400g,trs-mild-madras-curry-powder-v2
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-500g,GEN_trs-mild-madras-curry-powder_500g,500g,500,g,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,500g,trs-mild-madras-curry-powder-v3
trs-mild-madras-curry-powder,trs-trs-mild-madras-curry-powder-5kg,GEN_trs-mild-madras-curry-powder_5kg,5kg,5,kg,/uploads/trs_mild-madras-curry-powder.png,B,,,TRS Mild Madras Curry Powder,,India,5kg,trs-mild-madras-curry-powder-v4
trs-moth-beans,trs-trs-moth-beans-500g,GEN_trs-moth-beans_500g,500g,500,g,/uploads/trs_moth-beans.png,B,,,TRS Moth Beans,,India,500g,trs-moth-beans-v0
trs-moth-beans,trs-trs-moth-beans-1kg,GEN_trs-moth-beans_1kg,1kg,1,kg,/uploads/trs_moth-beans.png,B,,,TRS Moth Beans,,India,1kg,trs-moth-beans-v1
trs-moth-beans,trs-trs-moth-beans-2kg,GEN_trs-moth-beans_2kg,2kg,2,kg,/uploads/trs_moth-beans.png,B,,,TRS Moth Beans,,India,2kg,trs-moth-beans-v2
trs-mung-beans,trs-trs-mung-beans-500g,GEN_trs-mung-beans_500g,500g,500,g,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,500g,trs-mung-beans-v0
trs-mung-beans,trs-trs-mung-beans-1kg,GEN_trs-mung-beans_1kg,1kg,1,kg,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,1Kg,trs-mung-beans-v1
trs-mung-beans,trs-trs-mung-beans-2kg,GEN_trs-mung-beans_2kg,2kg,2,kg,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,2Kg,trs-mung-beans-v2
trs-mung-beans,trs-trs-mung-beans-5kg,GEN_trs-mung-beans_5kg,5kg,5,kg,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,5Kg,trs-mung-beans-v3
trs-mung-beans,trs-trs-mung-beans,GEN_trs-mung-beans_0,Default,,,/uploads/trs_mung-beans.png,B,,,TRS Mung Beans,,India,,trs-mung-beans-v4
trs-mung-dal,trs-trs-mung-dal-500g,GEN_trs-mung-dal_500g,500g,500,g,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,500g,trs-mung-dal-v0
trs-mung-dal,trs-trs-mung-dal-1kg,GEN_trs-mung-dal_1kg,1kg,1,kg,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,1Kg,trs-mung-dal-v1
trs-mung-dal,trs-trs-mung-dal-2kg,GEN_trs-mung-dal_2kg,2kg,2,kg,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,2Kg,trs-mung-dal-v2
trs-mung-dal,trs-trs-mung-dal-5kg,GEN_trs-mung-dal_5kg,5kg,5,kg,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,5Kg,trs-mung-dal-v3
trs-mung-dal,trs-trs-mung-dal-25kg,GEN_trs-mung-dal_25kg,25kg,25,kg,/uploads/trs_mung-dal.png,B,,,TRS Mung Dal,,India,25Kg,trs-mung-dal-v4
trs-mung-dal-chilka-split-green-peas,trs-trs-mung-dal-chilka-split-green-peas-500g,GEN_trs-mung-dal-chilka-split-green-peas_500g,500g,500,g,/uploads/trs_mung-dal-chilka-split-green-peas.png,B,,,TRS Mung Dal Chilka (Split Green Peas),,India,500g,trs-mung-dal-chilka-split-green-peas-v0
trs-mung-dal-chilka-split-green-peas,trs-trs-mung-dal-chilka-split-green-peas-1kg,GEN_trs-mung-dal-chilka-split-green-peas_1kg,1kg,1,kg,/uploads/trs_mung-dal-chilka-split-green-peas.png,B,,,TRS Mung Dal Chilka (Split Green Peas),,India,1kg,trs-mung-dal-chilka-split-green-peas-v1
trs-mung-dal-chilka-split-green-peas,trs-trs-mung-dal-chilka-split-green-peas-2kg,GEN_trs-mung-dal-chilka-split-green-peas_2kg,2kg,2,kg,/uploads/trs_mung-dal-chilka-split-green-peas.png,B,,,TRS Mung Dal Chilka (Split Green Peas),,India,2kg,trs-mung-dal-chilka-split-green-peas-v2
trs-paprika-powder,trs-trs-paprika-powder-100g,GEN_trs-paprika-powder_100g,100g,100,g,/uploads/trs_paprika-powder.png,B,,,TRS Paprika Powder,,India,100g,trs-paprika-powder-v0
trs-paprika-powder,trs-trs-paprika-powder-1kg,GEN_trs-paprika-powder_1kg,1kg,1,kg,/uploads/trs_paprika-powder.png,B,,,TRS Paprika Powder,,India,1kg,trs-paprika-powder-v1
trs-paprika-powder,trs-trs-paprika-powder-400g,GEN_trs-paprika-powder_400g,400g,400,g,/uploads/trs_paprika-powder.png,B,,,TRS Paprika Powder,,India,400g,trs-paprika-powder-v2
trs-paprika-powder,trs-trs-paprika-powder-5kg,GEN_trs-paprika-powder_5kg,5kg,5,kg,/uploads/trs_paprika-powder.png,B,,,TRS Paprika Powder,,India,5kg,trs-paprika-powder-v3
trs-popcorn,trs-trs-popcorn-2kg,GEN_trs-popcorn_2kg,2kg,2,kg,/uploads/trs_popcorn.png,B,,,TRS Popcorn,,India,2kg,trs-popcorn-v0
trs-popcorn,trs-trs-popcorn-500g,GEN_trs-popcorn_500g,500g,500,g,/uploads/trs_popcorn.png,B,,,TRS Popcorn,,India,500g,trs-popcorn-v1
trs-puffed-lotus-seeds-makhana,trs-trs-puffed-lotus-seeds-makhana-100g,GEN_trs-puffed-lotus-seeds-makhana_100g,100g,100,g,/uploads/trs-puffed-lotus-seeds-makhana.jpg,B,,,See product packaging for full ingredients list,,India,100g,TRS-trs-puffed-lotus-seeds-makhana-v0
trs-pure-gram-flour,trs-trs-pure-gram-flour-1kg,GEN_trs-pure-gram-flour_1kg,1kg,1,kg,/uploads/trs_pure-gram-flour.jpg,B,,gluten,TRS Pure Gram Flour,,India,1kg,trs-pure-gram-flour-v0
trs-pure-gram-flour,trs-trs-pure-gram-flour-20kg,GEN_trs-pure-gram-flour_20kg,20kg,20,kg,/uploads/trs_pure-gram-flour.jpg,B,,gluten,TRS Pure Gram Flour,,India,20kg,trs-pure-gram-flour-v1
trs-pure-gram-flour,trs-trs-pure-gram-flour-2kg,GEN_trs-pure-gram-flour_2kg,2kg,2,kg,/uploads/trs_pure-gram-flour.jpg,B,,gluten,TRS Pure Gram Flour,,India,2kg,trs-pure-gram-flour-v2
trs-red-adzuki-beans-red-cow-peas,trs-trs-red-adzuki-beans-red-cow-peas-500g,GEN_trs-red-adzuki-beans-red-cow-peas_500g,500g,500,g,/uploads/trs_red-adzuki-beans-red-cow-peas.png,B,,,TRS Red Adzuki Beans (Red Cow Peas),,India,500g,trs-red-adzuki-beans-red-cow-peas-v0
trs-red-adzuki-beans-red-cow-peas,trs-trs-red-adzuki-beans-red-cow-peas-2kg,GEN_trs-red-adzuki-beans-red-cow-peas_2kg,2kg,2,kg,/uploads/trs_red-adzuki-beans-red-cow-peas.png,B,,,TRS Red Adzuki Beans (Red Cow Peas),,India,2Kg,trs-red-adzuki-beans-red-cow-peas-v1
trs-red-kidney-beans,trs-trs-red-kidney-beans-1kg,GEN_trs-red-kidney-beans_1kg,1kg,1,kg,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,1kg,trs-red-kidney-beans-v0
trs-red-kidney-beans,trs-trs-red-kidney-beans-2kg,GEN_trs-red-kidney-beans_2kg,2kg,2,kg,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,2kg,trs-red-kidney-beans-v1
trs-red-kidney-beans,trs-trs-red-kidney-beans-400g,GEN_trs-red-kidney-beans_400g,400g,400,g,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,400g,trs-red-kidney-beans-v2
trs-red-kidney-beans,trs-trs-red-kidney-beans-500g,GEN_trs-red-kidney-beans_500g,500g,500,g,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,500g,trs-red-kidney-beans-v3
trs-red-kidney-beans,trs-trs-red-kidney-beans-5kg,GEN_trs-red-kidney-beans_5kg,5kg,5,kg,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,5kg,trs-red-kidney-beans-v4
trs-red-split-lentils,trs-trs-red-split-lentils-1kg,GEN_trs-red-split-lentils_1kg,1kg,1,kg,/uploads/trs_red-split-lentils.png,B,,sesame,TRS Red Split Lentils,,India,1kg,trs-red-split-lentils-v0
trs-red-split-lentils,trs-trs-red-split-lentils-5kg,GEN_trs-red-split-lentils_5kg,5kg,5,kg,/uploads/trs_red-split-lentils.png,B,,sesame,TRS Red Split Lentils,,India,5kg,trs-red-split-lentils-v3
trs-rosecoco-beans,trs-trs-rosecoco-beans-25kg,GEN_trs-rosecoco-beans_25kg,25kg,25,kg,/uploads/trs_rosecoco-beans.png,B,,,TRS Rosecoco Beans,,India,25kg,trs-rosecoco-beans-v0
trs-rosecoco-beans,trs-trs-rosecoco-beans-2kg,GEN_trs-rosecoco-beans_2kg,2kg,2,kg,/uploads/trs_rosecoco-beans.png,B,,,TRS Rosecoco Beans,,India,2kg,trs-rosecoco-beans-v1
trs-rosecoco-beans,trs-trs-rosecoco-beans-500g,GEN_trs-rosecoco-beans_500g,500g,500,g,/uploads/trs_rosecoco-beans.png,B,,,TRS Rosecoco Beans,,India,500g,trs-rosecoco-beans-v2
trs-sarson-ka-saag-spiced-mustard-greens-curry,trs-trs-sarson-ka-saag-spiced-mustard-greens-curry-450g,GEN_trs-sarson-ka-saag-spiced-mustard-greens-curry_450g,450g,450,g,/uploads/trs_sarson-ka-saag-spiced-mustard-greens-curry.png,B,,mustard,TRS Sarson Ka Saag (Spiced Mustard Greens Curry),,India,450g,trs-sarson-ka-saag-spiced-mustard-greens-curry-v0
trs-sarson-ka-saag-spiced-mustard-greens-curry,trs-trs-sarson-ka-saag-spiced-mustard-greens-curry-850g,GEN_trs-sarson-ka-saag-spiced-mustard-greens-curry_850g,850g,850,g,/uploads/trs_sarson-ka-saag-spiced-mustard-greens-curry.png,B,,mustard,TRS Sarson Ka Saag (Spiced Mustard Greens Curry),,India,850g,trs-sarson-ka-saag-spiced-mustard-greens-curry-v1
trs-tapioca-pearls,trs-trs-tapioca-pearls-15kg,GEN_trs-tapioca-pearls_1.5kg,1.5kg,1.5,kg,/uploads/trs_tapioca-pearls.png,B,,,TRS Tapioca Pearls,,India,1.5kg,trs-tapioca-pearls-v0
trs-tapioca-pearls,trs-trs-tapioca-pearls-500g,GEN_trs-tapioca-pearls_500g,500g,500,g,/uploads/trs_tapioca-pearls.png,B,,,TRS Tapioca Pearls,,India,500g,trs-tapioca-pearls-v1
trs-toor-dal,trs-trs-toor-dal-500g,GEN_trs-toor-dal_500g,500g,500,g,/uploads/trs_toor-dal.png,B,,,TRS Toor Dal,,India,500g,trs-toor-dal-v0
trs-toor-dal,trs-trs-toor-dal-1kg,GEN_trs-toor-dal_1kg,1kg,1,kg,/uploads/trs_toor-dal.png,B,,,TRS Toor Dal,,India,1Kg,trs-toor-dal-v1
trs-toor-dal,trs-trs-toor-dal-2kg,GEN_trs-toor-dal_2kg,2kg,2,kg,/uploads/trs_toor-dal.png,B,,,TRS Toor Dal,,India,2Kg,trs-toor-dal-v2
trs-toor-dal,trs-trs-toor-dal-25kg,GEN_trs-toor-dal_25kg,25kg,25,kg,/uploads/trs_toor-dal.png,B,,,TRS Toor Dal,,India,25Kg,trs-toor-dal-v3
trs-tumeric-powder,trs-trs-tumeric-powder-100g,GEN_trs-tumeric-powder_100g,100g,100,g,/uploads/trs_tumeric-powder.png,B,,,TRS Tumeric Powder,,India,100g,trs-tumeric-powder-v0
trs-tumeric-powder,trs-trs-tumeric-powder-400g,GEN_trs-tumeric-powder_400g,400g,400,g,/uploads/trs_tumeric-powder.png,B,,,TRS Tumeric Powder,,India,400g,trs-tumeric-powder-v1
trs-tumeric-powder,trs-trs-tumeric-powder-1kg,GEN_trs-tumeric-powder_1kg,1kg,1,kg,/uploads/trs_tumeric-powder.png,B,,,TRS Tumeric Powder,,India,1Kg,trs-tumeric-powder-v2
trs-tumeric-powder,trs-trs-tumeric-powder-5kg,GEN_trs-tumeric-powder_5kg,5kg,5,kg,/uploads/trs_tumeric-powder.png,B,,,TRS Tumeric Powder,,India,5Kg,trs-tumeric-powder-v3
trs-urid-beans,trs-trs-urid-beans-500g,GEN_trs-urid-beans_500g,500g,500,g,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,500g,trs-urid-beans-v0
trs-urid-beans,trs-trs-urid-beans-1kg,GEN_trs-urid-beans_1kg,1kg,1,kg,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,1Kg,trs-urid-beans-v1
trs-urid-beans,trs-trs-urid-beans-2kg,GEN_trs-urid-beans_2kg,2kg,2,kg,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,2Kg,trs-urid-beans-v2
trs-urid-beans,trs-trs-urid-beans-5kg,GEN_trs-urid-beans_5kg,5kg,5,kg,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,5Kg,trs-urid-beans-v3
trs-urid-beans,trs-trs-urid-beans-25kg,GEN_trs-urid-beans_25kg,25kg,25,kg,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,25Kg,trs-urid-beans-v4
trs-urid-dal,trs-trs-urid-dal-500g,GEN_trs-urid-dal_500g,500g,500,g,/uploads/trs_urid-dal.png,B,,,TRS Urid Dal,,India,500g,trs-urid-dal-v0
trs-urid-dal,trs-trs-urid-dal-1kg,GEN_trs-urid-dal_1kg,1kg,1,kg,/uploads/trs_urid-dal.png,B,,,TRS Urid Dal,,India,1kg,trs-urid-dal-v1
trs-urid-dal,trs-trs-urid-dal-2kg,GEN_trs-urid-dal_2kg,2kg,2,kg,/uploads/trs_urid-dal.png,B,,,TRS Urid Dal,,India,2Kg,trs-urid-dal-v2
trs-urid-dal,trs-trs-urid-dal-5kg,GEN_trs-urid-dal_5kg,5kg,5,kg,/uploads/trs_urid-dal.png,B,,,TRS Urid Dal,,India,5Kg,trs-urid-dal-v3
trs-urid-dal-chilka,trs-trs-urid-dal-chilka-500g,GEN_trs-urid-dal-chilka_500g,500g,500,g,/uploads/trs_urid-dal-chilka.png,B,,,TRS Urid Dal Chilka,,India,500g,trs-urid-dal-chilka-v0
trs-urid-dal-chilka,trs-trs-urid-dal-chilka-1kg,GEN_trs-urid-dal-chilka_1kg,1kg,1,kg,/uploads/trs_urid-dal-chilka.png,B,,,TRS Urid Dal Chilka,,India,1kg,trs-urid-dal-chilka-v1
trs-urid-dal-chilka,trs-trs-urid-dal-chilka-2kg,GEN_trs-urid-dal-chilka_2kg,2kg,2,kg,/uploads/trs_urid-dal-chilka.png,B,,,TRS Urid Dal Chilka,,India,2kg,trs-urid-dal-chilka-v2
trs-urid-whole-gota,trs-trs-urid-whole-gota-500g,GEN_trs-urid-whole-gota_500g,500g,500,g,/uploads/trs_urid-whole-gota.png,B,,,TRS Urid Whole Gota,,India,500g,trs-urid-whole-gota-v0
trs-urid-whole-gota,trs-trs-urid-whole-gota-1kg,GEN_trs-urid-whole-gota_1kg,1kg,1,kg,/uploads/trs_urid-whole-gota.png,B,,,TRS Urid Whole Gota,,India,1kg,trs-urid-whole-gota-v1
trs-urid-whole-gota,trs-trs-urid-whole-gota-2kg,GEN_trs-urid-whole-gota_2kg,2kg,2,kg,/uploads/trs_urid-whole-gota.png,B,,,TRS Urid Whole Gota,,India,2Kg,trs-urid-whole-gota-v2
trs-urid-whole-gota,trs-trs-urid-whole-gota-5kg,GEN_trs-urid-whole-gota_5kg,5kg,5,kg,/uploads/trs_urid-whole-gota.png,B,,,TRS Urid Whole Gota,,India,5Kg,trs-urid-whole-gota-v3
trs-white-maize-meal,trs-trs-white-maize-meal-15kg,GEN_trs-white-maize-meal_1.5kg,1.5kg,1.5,kg,/uploads/trs_white-maize-meal.png,B,,,TRS White Maize Meal,,India,1.5kg,trs-white-maize-meal-v0
trs-white-maize-meal,trs-trs-white-maize-meal-500g,GEN_trs-white-maize-meal_500g,500g,500,g,/uploads/trs_white-maize-meal.png,B,,,TRS White Maize Meal,,India,500g,trs-white-maize-meal-v1
trs-white-maize-meal,trs-trs-white-maize-meal-5kg,GEN_trs-white-maize-meal_5kg,5kg,5,kg,/uploads/trs_white-maize-meal.png,B,,,TRS White Maize Meal,,India,5kg,trs-white-maize-meal-v2
trs-whole-cinnamon-dalchini,trs-trs-whole-cinnamon-dalchini-15kg,GEN_trs-whole-cinnamon-dalchini_1.5kg,1.5kg,1.5,kg,/uploads/trs_whole-cinnamon-dalchini.png,B,,,TRS Whole Cinnamon (Dalchini),,India,1.5kg,trs-whole-cinnamon-dalchini-v0
trs-whole-cinnamon-dalchini,trs-trs-whole-cinnamon-dalchini-200g,GEN_trs-whole-cinnamon-dalchini_200g,200g,200,g,/uploads/trs_whole-cinnamon-dalchini.png,B,,,TRS Whole Cinnamon (Dalchini),,India,200g,trs-whole-cinnamon-dalchini-v1
trs-whole-cinnamon-dalchini,trs-trs-whole-cinnamon-dalchini-400g,GEN_trs-whole-cinnamon-dalchini_400g,400g,400,g,/uploads/trs_whole-cinnamon-dalchini.png,B,,,TRS Whole Cinnamon (Dalchini),,India,400g,trs-whole-cinnamon-dalchini-v2
trs-whole-cinnamon-dalchini,trs-trs-whole-cinnamon-dalchini-50g,GEN_trs-whole-cinnamon-dalchini_50g,50g,50,g,/uploads/trs_whole-cinnamon-dalchini.png,B,,,TRS Whole Cinnamon (Dalchini),,India,50g,trs-whole-cinnamon-dalchini-v3
trs-yellow-peas,trs-trs-yellow-peas-500g,GEN_trs-yellow-peas_500g,500g,500,g,/uploads/trs_yellow-peas.png,B,,,TRS Yellow Peas,,India,500g,trs-yellow-peas-v0
trs-yellow-peas,trs-trs-yellow-peas-2kg,GEN_trs-yellow-peas_2kg,2kg,2,kg,/uploads/trs_yellow-peas.png,B,,,TRS Yellow Peas,,India,2Kg,trs-yellow-peas-v1
trs-yellow-split-peas,trs-trs-yellow-split-peas-2kg,GEN_trs-yellow-split-peas_2kg,2kg,2,kg,/uploads/trs_yellow-split-peas.png,B,,,TRS Yellow Split Peas,,India,2kg,trs-yellow-split-peas-v0
trs-yellow-split-peas,trs-trs-yellow-split-peas-500g,GEN_trs-yellow-split-peas_500g,500g,500,g,/uploads/trs_yellow-split-peas.png,B,,,TRS Yellow Split Peas,,India,500g,trs-yellow-split-peas-v1
trs-chilli-powder-hot,trs-chilli-hot-200g,GEN_trs-chilli-powder-hot_200g,,200,g,/images/products/trs-chilli-powder-hot.jpg,,,,Store in a cool dry place,India,200,trs-chilli-powder-hot-200g,
trs-coconut-milk,trs-coconut-milk-400ml,GEN_trs-coconut-milk_400ml,,400,ml,/images/products/trs-coconut-milk.jpg,,,,Store in a cool dry place,India,400,trs-coconut-milk-400ml,
trs-dark-red-kidney-beans,trs-rajma-dark-1kg,GEN_trs-dark-red-kidney-beans_1kg,,1,kg,/images/products/trs-dark-red-kidney-beans.png,,,,Store in a cool dry place,India,1,trs-dark-red-kidney-beans-1kg,
trs-garlic-paste,trs-garlic-paste-300g,GEN_trs-garlic-paste_300g,,300,g,/images/products/trs-garlic-paste.jpg,,,,Refrigerate after opening,India,300,trs-garlic-paste-300g,
trs-ginger-garlic-paste,trs-gg-paste-1kg,GEN_trs-ginger-garlic-paste_1kg,1kg,1,kg,/uploads/trs_ginger-garlic-paste.jpg,,,,Refrigerate after opening,India,1,trs-ginger-garlic-paste-1kg,
trs-ginger-garlic-paste,trs-gg-paste-300g,GEN_trs-ginger-garlic-paste_300g,300g,300,g,/uploads/trs_ginger-garlic-paste.jpg,,,,Refrigerate after opening,India,300,trs-ginger-garlic-paste-300g,
trs-ginger-paste,trs-ginger-paste-300g,GEN_trs-ginger-paste_300g,,300,g,/uploads/trs_ginger-paste.jpg,,,,Refrigerate after opening,India,300,trs-ginger-paste-300g,
trs-kala-chana,trs-kala-chana-1kg,GEN_trs-kala-chana_1kg,,1,kg,/images/products/trs-kala-chana.png,,,,Store in a cool dry place,India,1,trs-kala-chana-1kg,
trs-kashmiri-chilli-powder,trs-kashmiri-chilli-200g,GEN_trs-kashmiri-chilli-powder_200g,,200,g,/images/products/trs-kashmiri-chilli-powder.jpg,,,,Store in a cool dry place,India,200,trs-kashmiri-chilli-powder-200g,
trs-kewra-water,trs-kewra-water-190ml,GEN_trs-kewra-water_190ml,,190,ml,/images/products/trs-kewra-water.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,trs-kewra-water-190ml
trs-mixed-panchratna-dal,trs-panchratna-dal-1kg,GEN_trs-mixed-panchratna-dal_1kg,,1,kg,/uploads/trs_panchratna-dal.jpg,,,,Store in a cool dry place,India,1,trs-mixed-panchratna-dal-1kg,
trs-moong-whole-green,trs-moong-whole-green-1kg,GEN_trs-moong-whole-green_1kg,,1,kg,/images/products/trs-moong-whole-green.png,,,,Store in a cool dry place,India,1,trs-moong-whole-green-1kg,
trs-mukhwas,trs-mukhwas-200g,GEN_trs-mukhwas_200g,,200,g,/uploads/trs_mukhwas.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,trs-mukhwas-200g
trs-mustard-oil,trs-mustard-oil-1l,GEN_trs-mustard-oil_1l,,1,l,/images/products/trs-mustard-oil.jpg,A,,mustard,Contains mustard oil,Store in a cool dry place,India,Default,trs-mustard-oil-1l
trs-pure-ghee,trs-ghee-500g,GEN_trs-pure-ghee_500g,500g,500,g,/uploads/trs_pure-ghee.jpg,A,gluten-free,milk,Contains milk,Store in a cool dry place,India,Default,trs-pure-ghee-500g
trs-pure-ghee,trs-ghee-1kg,GEN_trs-pure-ghee_1kg,1kg,1,kg,/uploads/trs_pure-ghee.jpg,A,gluten-free,milk,Contains milk,Store in a cool dry place,India,Default,trs-pure-ghee-1kg
trs-red-split-lentils,trs-red-split-lentils-2kg,GEN_trs-red-split-lentils_2kg,2kg,2,kg,/uploads/trs_red-lentils.jpg,,,,Store in a cool dry place,India,2,trs-red-split-lentils-2kg,
trs-red-split-lentils,trs-red-split-lentils-500g,GEN_trs-red-split-lentils_500g,500g,500,g,/uploads/trs_red-lentils.jpg,,,,Store in a cool dry place,India,500,trs-red-split-lentils-500g,
trs-roasted-chana-daria,trs-chana-daria-500g,GEN_trs-roasted-chana-daria_500g,,500,g,/uploads/trs_roasted-chana.jpg,,,,Store in a cool dry place,India,500,trs-roasted-chana-daria-500g,
trs-roasted-cumin-powder,trs-cumin-roasted-100g,GEN_trs-roasted-cumin-powder_100g,,100,g,/uploads/trs_roasted-cumin.jpg,,,,Store in a cool dry place,India,100,trs-roasted-cumin-powder-100g,
trs-roasted-peanuts,trs-peanuts-roasted-500g,GEN_trs-roasted-peanuts_500g,,500,g,/uploads/trs_roasted-peanuts.jpg,A,,peanuts,May contain peanuts,Store in a cool dry place,India,Default,trs-roasted-peanuts-500g
trs-rose-water,trs-rose-water-190ml,GEN_trs-rose-water_190ml,,190,ml,/images/products/trs-rose-water.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,trs-rose-water-190ml
trs-tamarind-block,trs-tamarind-block-400g,GEN_trs-tamarind-block_400g,,400,g,/images/products/trs-tamarind-block.jpg,,,,Store in a cool dry place,India,400,trs-tamarind-block-400g,
