product_handle,variant_sku,variant_barcode,variant_title,weight_value,weight_unit,thumbnail_url,velocity,tags,allergens,ingredients,storage,country_of_origin,variant_title_raw,variant_sku_raw,sourcing_depot
trs-popcorn,trs-trs-popcorn-2kg,GEN_trs-popcorn_2kg,2kg,2,kg,/uploads/trs_popcorn.png,B,,,TRS Popcorn,,India,2kg,trs-popcorn-v0,depot_a
trs-popcorn,trs-trs-popcorn-500g,GEN_trs-popcorn_500g,500g,500,g,/uploads/trs_popcorn.png,B,,,TRS Popcorn,,India,500g,trs-popcorn-v1,depot_a
trs-pure-gram-flour,trs-trs-pure-gram-flour-1kg,GEN_trs-pure-gram-flour_1kg,1kg,1,kg,/uploads/trs_pure-gram-flour.jpg,B,,gluten,TRS Pure Gram Flour,,India,1kg,trs-pure-gram-flour-v0,depot_a
trs-pure-gram-flour,trs-trs-pure-gram-flour-20kg,GEN_trs-pure-gram-flour_20kg,20kg,20,kg,/uploads/trs_pure-gram-flour.jpg,B,,gluten,TRS Pure Gram Flour,,India,20kg,trs-pure-gram-flour-v1,depot_a
trs-pure-gram-flour,trs-trs-pure-gram-flour-2kg,GEN_trs-pure-gram-flour_2kg,2kg,2,kg,/uploads/trs_pure-gram-flour.jpg,B,,gluten,TRS Pure Gram Flour,,India,2kg,trs-pure-gram-flour-v2,depot_a
trs-red-adzuki-beans-red-cow-peas,trs-trs-red-adzuki-beans-red-cow-peas-500g,GEN_trs-red-adzuki-beans-red-cow-peas_500g,500g,500,g,/uploads/trs_red-adzuki-beans-red-cow-peas.png,B,,,TRS Red Adzuki Beans (Red Cow Peas),,India,500g,trs-red-adzuki-beans-red-cow-peas-v0,depot_a
trs-red-adzuki-beans-red-cow-peas,trs-trs-red-adzuki-beans-red-cow-peas-2kg,GEN_trs-red-adzuki-beans-red-cow-peas_2kg,2kg,2,kg,/uploads/trs_red-adzuki-beans-red-cow-peas.png,B,,,TRS Red Adzuki Beans (Red Cow Peas),,India,2Kg,trs-red-adzuki-beans-red-cow-peas-v1,depot_a
trs-red-kidney-beans,trs-trs-red-kidney-beans-1kg,GEN_trs-red-kidney-beans_1kg,1kg,1,kg,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,1kg,trs-red-kidney-beans-v0,depot_a
trs-red-kidney-beans,trs-trs-red-kidney-beans-2kg,GEN_trs-red-kidney-beans_2kg,2kg,2,kg,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,2kg,trs-red-kidney-beans-v1,depot_a
trs-red-kidney-beans,trs-trs-red-kidney-beans-400g,GEN_trs-red-kidney-beans_400g,400g,400,g,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,400g,trs-red-kidney-beans-v2,depot_a
trs-red-kidney-beans,trs-trs-red-kidney-beans-500g,GEN_trs-red-kidney-beans_500g,500g,500,g,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,500g,trs-red-kidney-beans-v3,depot_a
trs-red-kidney-beans,trs-trs-red-kidney-beans-5kg,GEN_trs-red-kidney-beans_5kg,5kg,5,kg,/uploads/trs_red-kidney-beans.png,B,,,TRS Red Kidney Beans,,India,5kg,trs-red-kidney-beans-v4,depot_a
trs-red-split-lentils,trs-trs-red-split-lentils-1kg,GEN_trs-red-split-lentils_1kg,1kg,1,kg,/uploads/trs_red-split-lentils.png,B,,sesame,TRS Red Split Lentils,,India,1kg,trs-red-split-lentils-v0,depot_a
trs-red-split-lentils,trs-trs-red-split-lentils-5kg,GEN_trs-red-split-lentils_5kg,5kg,5,kg,/uploads/trs_red-split-lentils.png,B,,sesame,TRS Red Split Lentils,,India,5kg,trs-red-split-lentils-v3,depot_a
trs-rosecoco-beans,trs-trs-rosecoco-beans-25kg,GEN_trs-rosecoco-beans_25kg,25kg,25,kg,/uploads/trs_rosecoco-beans.png,B,,,TRS Rosecoco Beans,,India,25kg,trs-rosecoco-beans-v0,depot_a
trs-rosecoco-beans,trs-trs-rosecoco-beans-2kg,GEN_trs-rosecoco-beans_2kg,2kg,2,kg,/uploads/trs_rosecoco-beans.png,B,,,TRS Rosecoco Beans,,India,2kg,trs-rosecoco-beans-v1,depot_a
trs-rosecoco-beans,trs-trs-rosecoco-beans-500g,GEN_trs-rosecoco-beans_500g,500g,500,g,/uploads/trs_rosecoco-beans.png,B,,,TRS Rosecoco Beans,,India,500g,trs-rosecoco-beans-v2,depot_a
trs-sarson-ka-saag-spiced-mustard-greens-curry,trs-trs-sarson-ka-saag-spiced-mustard-greens-curry-450g,GEN_trs-sarson-ka-saag-spiced-mustard-greens-curry_450g,450g,450,g,/uploads/trs_sarson-ka-saag-spiced-mustard-greens-curry.png,B,,mustard,TRS Sarson Ka Saag (Spiced Mustard Greens Curry),,India,450g,trs-sarson-ka-saag-spiced-mustard-greens-curry-v0,depot_a
trs-sarson-ka-saag-spiced-mustard-greens-curry,trs-trs-sarson-ka-saag-spiced-mustard-greens-curry-850g,GEN_trs-sarson-ka-saag-spiced-mustard-greens-curry_850g,850g,850,g,/uploads/trs_sarson-ka-saag-spiced-mustard-greens-curry.png,B,,mustard,TRS Sarson Ka Saag (Spiced Mustard Greens Curry),,India,850g,trs-sarson-ka-saag-spiced-mustard-greens-curry-v1,depot_a
trs-tapioca-pearls,trs-trs-tapioca-pearls-15kg,GEN_trs-tapioca-pearls_1.5kg,1.5kg,1.5,kg,/uploads/trs_tapioca-pearls.png,B,,,TRS Tapioca Pearls,,India,1.5kg,trs-tapioca-pearls-v0,depot_a
trs-tapioca-pearls,trs-trs-tapioca-pearls-500g,GEN_trs-tapioca-pearls_500g,500g,500,g,/uploads/trs_tapioca-pearls.png,B,,,TRS Tapioca Pearls,,India,500g,trs-tapioca-pearls-v1,depot_a
trs-toor-dal,trs-trs-toor-dal-500g,GEN_trs-toor-dal_500g,500g,500,g,/uploads/trs_toor-dal.png,B,,,TRS Toor Dal,,India,500g,trs-toor-dal-v0,depot_a
trs-toor-dal,trs-trs-toor-dal-1kg,GEN_trs-toor-dal_1kg,1kg,1,kg,/uploads/trs_toor-dal.png,B,,,TRS Toor Dal,,India,1Kg,trs-toor-dal-v1,depot_a
trs-toor-dal,trs-trs-toor-dal-2kg,GEN_trs-toor-dal_2kg,2kg,2,kg,/uploads/trs_toor-dal.png,B,,,TRS Toor Dal,,India,2Kg,trs-toor-dal-v2,depot_a
trs-toor-dal,trs-trs-toor-dal-25kg,GEN_trs-toor-dal_25kg,25kg,25,kg,/uploads/trs_toor-dal.png,B,,,TRS Toor Dal,,India,25Kg,trs-toor-dal-v3,depot_a
trs-tumeric-powder,trs-trs-tumeric-powder-100g,GEN_trs-tumeric-powder_100g,100g,100,g,/uploads/trs_tumeric-powder.png,B,,,TRS Tumeric Powder,,India,100g,trs-tumeric-powder-v0,depot_a
trs-tumeric-powder,trs-trs-tumeric-powder-400g,GEN_trs-tumeric-powder_400g,400g,400,g,/uploads/trs_tumeric-powder.png,B,,,TRS Tumeric Powder,,India,400g,trs-tumeric-powder-v1,depot_a
trs-tumeric-powder,trs-trs-tumeric-powder-1kg,GEN_trs-tumeric-powder_1kg,1kg,1,kg,/uploads/trs_tumeric-powder.png,B,,,TRS Tumeric Powder,,India,1Kg,trs-tumeric-powder-v2,depot_a
trs-tumeric-powder,trs-trs-tumeric-powder-5kg,GEN_trs-tumeric-powder_5kg,5kg,5,kg,/uploads/trs_tumeric-powder.png,B,,,TRS Tumeric Powder,,India,5Kg,trs-tumeric-powder-v3,depot_a
trs-urid-beans,trs-trs-urid-beans-500g,GEN_trs-urid-beans_500g,500g,500,g,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,500g,trs-urid-beans-v0,depot_a
trs-urid-beans,trs-trs-urid-beans-1kg,GEN_trs-urid-beans_1kg,1kg,1,kg,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,1Kg,trs-urid-beans-v1,depot_a
trs-urid-beans,trs-trs-urid-beans-2kg,GEN_trs-urid-beans_2kg,2kg,2,kg,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,2Kg,trs-urid-beans-v2,depot_a
trs-urid-beans,trs-trs-urid-beans-5kg,GEN_trs-urid-beans_5kg,5kg,5,kg,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,5Kg,trs-urid-beans-v3,depot_a
trs-urid-beans,trs-trs-urid-beans-25kg,GEN_trs-urid-beans_25kg,25kg,25,kg,/uploads/trs_urid-beans.png,B,,,TRS Urid Beans,,India,25Kg,trs-urid-beans-v4,depot_a
trs-urid-dal,trs-trs-urid-dal-500g,GEN_trs-urid-dal_500g,500g,500,g,/uploads/trs_urid-dal.png,B,,,TRS Urid Dal,,India,500g,trs-urid-dal-v0,depot_a
trs-urid-dal,trs-trs-urid-dal-1kg,GEN_trs-urid-dal_1kg,1kg,1,kg,/uploads/trs_urid-dal.png,B,,,TRS Urid Dal,,India,1kg,trs-urid-dal-v1,depot_a
trs-urid-dal,trs-trs-urid-dal-2kg,GEN_trs-urid-dal_2kg,2kg,2,kg,/uploads/trs_urid-dal.png,B,,,TRS Urid Dal,,India,2Kg,trs-urid-dal-v2,depot_a
trs-urid-dal,trs-trs-urid-dal-5kg,GEN_trs-urid-dal_5kg,5kg,5,kg,/uploads/trs_urid-dal.png,B,,,TRS Urid Dal,,India,5Kg,trs-urid-dal-v3,depot_a
trs-urid-dal-chilka,trs-trs-urid-dal-chilka-500g,GEN_trs-urid-dal-chilka_500g,500g,500,g,/uploads/trs_urid-dal-chilka.png,B,,,TRS Urid Dal Chilka,,India,500g,trs-urid-dal-chilka-v0,depot_a
trs-urid-dal-chilka,trs-trs-urid-dal-chilka-1kg,GEN_trs-urid-dal-chilka_1kg,1kg,1,kg,/uploads/trs_urid-dal-chilka.png,B,,,TRS Urid Dal Chilka,,India,1kg,trs-urid-dal-chilka-v1,depot_a
trs-urid-dal-chilka,trs-trs-urid-dal-chilka-2kg,GEN_trs-urid-dal-chilka_2kg,2kg,2,kg,/uploads/trs_urid-dal-chilka.png,B,,,TRS Urid Dal Chilka,,India,2kg,trs-urid-dal-chilka-v2,depot_a
trs-urid-whole-gota,trs-trs-urid-whole-gota-500g,GEN_trs-urid-whole-gota_500g,500g,500,g,/uploads/trs_urid-whole-gota.png,B,,,TRS Urid Whole Gota,,India,500g,trs-urid-whole-gota-v0,depot_a
trs-urid-whole-gota,trs-trs-urid-whole-gota-1kg,GEN_trs-urid-whole-gota_1kg,1kg,1,kg,/uploads/trs_urid-whole-gota.png,B,,,TRS Urid Whole Gota,,India,1kg,trs-urid-whole-gota-v1,depot_a
trs-urid-whole-gota,trs-trs-urid-whole-gota-2kg,GEN_trs-urid-whole-gota_2kg,2kg,2,kg,/uploads/trs_urid-whole-gota.png,B,,,TRS Urid Whole Gota,,India,2Kg,trs-urid-whole-gota-v2,depot_a
trs-urid-whole-gota,trs-trs-urid-whole-gota-5kg,GEN_trs-urid-whole-gota_5kg,5kg,5,kg,/uploads/trs_urid-whole-gota.png,B,,,TRS Urid Whole Gota,,India,5Kg,trs-urid-whole-gota-v3,depot_a
trs-white-maize-meal,trs-trs-white-maize-meal-15kg,GEN_trs-white-maize-meal_1.5kg,1.5kg,1.5,kg,/uploads/trs_white-maize-meal.png,B,,,TRS White Maize Meal,,India,1.5kg,trs-white-maize-meal-v0,depot_a
trs-white-maize-meal,trs-trs-white-maize-meal-500g,GEN_trs-white-maize-meal_500g,500g,500,g,/uploads/trs_white-maize-meal.png,B,,,TRS White Maize Meal,,India,500g,trs-white-maize-meal-v1,depot_a
trs-white-maize-meal,trs-trs-white-maize-meal-5kg,GEN_trs-white-maize-meal_5kg,5kg,5,kg,/uploads/trs_white-maize-meal.png,B,,,TRS White Maize Meal,,India,5kg,trs-white-maize-meal-v2,depot_a
trs-whole-cinnamon-dalchini,trs-trs-whole-cinnamon-dalchini-15kg,GEN_trs-whole-cinnamon-dalchini_1.5kg,1.5kg,1.5,kg,/uploads/trs_whole-cinnamon-dalchini.png,B,,,TRS Whole Cinnamon (Dalchini),,India,1.5kg,trs-whole-cinnamon-dalchini-v0,depot_a
trs-whole-cinnamon-dalchini,trs-trs-whole-cinnamon-dalchini-200g,GEN_trs-whole-cinnamon-dalchini_200g,200g,200,g,/uploads/trs_whole-cinnamon-dalchini.png,B,,,TRS Whole Cinnamon (Dalchini),,India,200g,trs-whole-cinnamon-dalchini-v1,depot_a
trs-whole-cinnamon-dalchini,trs-trs-whole-cinnamon-dalchini-400g,GEN_trs-whole-cinnamon-dalchini_400g,400g,400,g,/uploads/trs_whole-cinnamon-dalchini.png,B,,,TRS Whole Cinnamon (Dalchini),,India,400g,trs-whole-cinnamon-dalchini-v2,depot_a
trs-whole-cinnamon-dalchini,trs-trs-whole-cinnamon-dalchini-50g,GEN_trs-whole-cinnamon-dalchini_50g,50g,50,g,/uploads/trs_whole-cinnamon-dalchini.png,B,,,TRS Whole Cinnamon (Dalchini),,India,50g,trs-whole-cinnamon-dalchini-v3,depot_a
trs-yellow-peas,trs-trs-yellow-peas-500g,GEN_trs-yellow-peas_500g,500g,500,g,/uploads/trs_yellow-peas.png,B,,,TRS Yellow Peas,,India,500g,trs-yellow-peas-v0,depot_a
trs-yellow-peas,trs-trs-yellow-peas-2kg,GEN_trs-yellow-peas_2kg,2kg,2,kg,/uploads/trs_yellow-peas.png,B,,,TRS Yellow Peas,,India,2Kg,trs-yellow-peas-v1,depot_a
trs-yellow-split-peas,trs-trs-yellow-split-peas-2kg,GEN_trs-yellow-split-peas_2kg,2kg,2,kg,/uploads/trs_yellow-split-peas.png,B,,,TRS Yellow Split Peas,,India,2kg,trs-yellow-split-peas-v0,depot_a
trs-yellow-split-peas,trs-trs-yellow-split-peas-500g,GEN_trs-yellow-split-peas_500g,500g,500,g,/uploads/trs_yellow-split-peas.png,B,,,TRS Yellow Split Peas,,India,500g,trs-yellow-split-peas-v1,depot_a
trs-chilli-powder-hot,trs-chilli-hot-200g,GEN_trs-chilli-powder-hot_200g,,200,g,/images/products/trs-chilli-powder-hot.jpg,,,,Store in a cool dry place,India,200,trs-chilli-powder-hot-200g,,depot_a
trs-coconut-milk,trs-coconut-milk-400ml,GEN_trs-coconut-milk_400ml,,400,ml,/images/products/trs-coconut-milk.jpg,,,,Store in a cool dry place,India,400,trs-coconut-milk-400ml,,depot_a
trs-dark-red-kidney-beans,trs-rajma-dark-1kg,GEN_trs-dark-red-kidney-beans_1kg,,1,kg,/images/products/trs-dark-red-kidney-beans.png,,,,Store in a cool dry place,India,1,trs-dark-red-kidney-beans-1kg,,depot_a
trs-garlic-paste,trs-garlic-paste-300g,GEN_trs-garlic-paste_300g,,300,g,/images/products/trs-garlic-paste.jpg,,,,Refrigerate after opening,India,300,trs-garlic-paste-300g,,depot_a
trs-ginger-garlic-paste,trs-gg-paste-1kg,GEN_trs-ginger-garlic-paste_1kg,1kg,1,kg,/uploads/trs_ginger-garlic-paste.jpg,,,,Refrigerate after opening,India,1,trs-ginger-garlic-paste-1kg,,depot_a
trs-ginger-garlic-paste,trs-gg-paste-300g,GEN_trs-ginger-garlic-paste_300g,300g,300,g,/uploads/trs_ginger-garlic-paste.jpg,,,,Refrigerate after opening,India,300,trs-ginger-garlic-paste-300g,,depot_a
trs-ginger-paste,trs-ginger-paste-300g,GEN_trs-ginger-paste_300g,,300,g,/uploads/trs_ginger-paste.jpg,,,,Refrigerate after opening,India,300,trs-ginger-paste-300g,,depot_a
trs-kala-chana,trs-kala-chana-1kg,GEN_trs-kala-chana_1kg,,1,kg,/images/products/trs-kala-chana.png,,,,Store in a cool dry place,India,1,trs-kala-chana-1kg,,depot_a
trs-kashmiri-chilli-powder,trs-kashmiri-chilli-200g,GEN_trs-kashmiri-chilli-powder_200g,,200,g,/images/products/trs-kashmiri-chilli-powder.jpg,,,,Store in a cool dry place,India,200,trs-kashmiri-chilli-powder-200g,,depot_a
trs-kewra-water,trs-kewra-water-190ml,GEN_trs-kewra-water_190ml,,190,ml,/images/products/trs-kewra-water.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,trs-kewra-water-190ml,depot_a
trs-moong-whole-green,trs-moong-whole-green-1kg,GEN_trs-moong-whole-green_1kg,,1,kg,/images/products/trs-moong-whole-green.png,,,,Store in a cool dry place,India,1,trs-moong-whole-green-1kg,,depot_a
trs-mustard-oil,trs-mustard-oil-1l,GEN_trs-mustard-oil_1l,,1,l,/images/products/trs-mustard-oil.jpg,A,,mustard,Contains mustard oil,Store in a cool dry place,India,Default,trs-mustard-oil-1l,depot_a
trs-red-split-lentils,trs-red-split-lentils-2kg,GEN_trs-red-split-lentils_2kg,2kg,2,kg,/uploads/trs_red-lentils.jpg,,,,Store in a cool dry place,India,2,trs-red-split-lentils-2kg,,depot_a
trs-red-split-lentils,trs-red-split-lentils-500g,GEN_trs-red-split-lentils_500g,500g,500,g,/uploads/trs_red-lentils.jpg,,,,Store in a cool dry place,India,500,trs-red-split-lentils-500g,,depot_a
trs-rose-water,trs-rose-water-190ml,GEN_trs-rose-water_190ml,,190,ml,/images/products/trs-rose-water.jpg,A,,,See product packaging,Store in a cool dry place,India,Default,trs-rose-water-190ml,depot_a
trs-tamarind-block,trs-tamarind-block-400g,GEN_trs-tamarind-block_400g,,400,g,/images/products/trs-tamarind-block.jpg,,,,Store in a cool dry place,India,400,trs-tamarind-block-400g,,depot_a
trs-toor-dal-dry,trs-toor-dal-dry-1kg,GEN_trs-toor-dal-dry_1kg,,1,kg,/uploads/trs_toor-dal.jpg,,,,Store in a cool dry place,India,1,trs-toor-dal-dry-1kg,,depot_a
trs-toor-dal-oily,trs-toor-dal-oily-1kg,GEN_trs-toor-dal-oily_1kg,1kg,1,kg,/uploads/trs_toor-dal.jpg,,,,Store in a cool dry place,India,1,trs-toor-dal-oily-1kg,,depot_a
trs-toor-dal-oily,trs-toor-dal-oily-2kg,GEN_trs-toor-dal-oily_2kg,2kg,2,kg,/uploads/trs_toor-dal.jpg,,,,Store in a cool dry place,India,2,trs-toor-dal-oily-2kg,,depot_a
trs-urad-dal-black-whole,trs-urad-black-whole-1kg,GEN_trs-urad-dal-black-whole_1kg,,1,kg,/images/products/trs-urad-dal-black-whole.png,,,,Store in a cool dry place,India,1,trs-urad-dal-black-whole-1kg,,depot_a
wagh-bakri-premium-tea,wagh-bakri-tea-500g,GEN_wagh-bakri-premium-tea_500g,500g,500,g,/images/products/wagh-bakri-premium-tea.jpg,,,,Store in a cool dry place,India,500,wagh-bakri-premium-tea-500g,,fresh_supplier
wagh-bakri-premium-tea,wagh-bakri-tea-1kg,GEN_wagh-bakri-premium-tea_1kg,1kg,1,kg,/images/products/wagh-bakri-premium-tea.jpg,,,,Store in a cool dry place,India,1,wagh-bakri-premium-tea-1kg,,fresh_supplier
indian-onion,veg-indian-onion-1kg,GEN_indian-onion_1kg,1kg Bag,1,kg,/images/products/indian-onion.png,A,,,Fresh Indian Onion,Store in a cool dry place. Use within 2-3 weeks.,India,1kg Bag,veg-indian-onion-1kg,fresh_supplier
mud-potato,veg-mud-potato-2kg,GEN_mud-potato_2kg,2kg Bag,2,kg,/images/products/mud-potato.png,A,,,Fresh Mud Potato,Store in a cool dark place. Use within 2-3 weeks.,Cyprus,2kg Bag,veg-mud-potato-2kg,fresh_supplier
ginger,veg-ginger-250g,GEN_ginger_250g,250g Pack,250,g,/images/products/ginger.png,A,,,Fresh Ginger Root,Store in refrigerator. Use within 2-3 weeks.,India,250g Pack,veg-ginger-250g,fresh_supplier
garlic,veg-garlic-250g,GEN_garlic_250g,250g Pack,Store in a cool dry place. Use within 3-4 weeks.,India,250,/images/products/garlic.png,,vegetarian;vegan;gluten-free,,,Fresh Garlic Bulbs,true,published,fresh_supplier
okra,veg-okra-500g,GEN_okra_500g,500g Pack,Store in refrigerator. Use within 2-3 days.,India,500,/images/products/okra.png,,vegetarian;vegan;gluten-free,,,Fresh Okra,true,published,fresh_supplier
green-chillies,veg-green-chillies-200g,GEN_green-chillies_200g,200g Pack,Store in refrigerator. Use within 5-7 days.,India,200,/images/products/green-chillies.png,,vegetarian;vegan;gluten-free,,,Fresh Green Chillies,true,published,fresh_supplier
bottle-gourd,veg-dudhi-single,GEN_bottle-gourd_1pc,Single,Store in refrigerator. Use within 5-7 days.,India,1,/images/products/bottle-gourd.png,,vegetarian;vegan;gluten-free,,,Fresh Bottle Gourd,true,published,fresh_supplier
bitter-gourd,veg-karela-500g,GEN_bitter-gourd_500g,500g Pack,500,g,/images/products/bitter-gourd.png,B,,,Fresh Bitter Gourd,Store in refrigerator. Use within 3-4 days.,India,500g Pack,veg-karela-500g,fresh_supplier
drumsticks,veg-drumsticks-250g,GEN_drumsticks_250g,250g Pack,250,g,/images/products/drumsticks.png,A,,,Fresh Drumsticks,Store in refrigerator. Use within 3-4 days.,India,250g Pack,veg-drumsticks-250g,fresh_supplier
tindora,veg-tindora-500g,GEN_tindora_500g,500g Pack,500,g,/images/products/tindora.png,B,,,Fresh Tindora,Store in refrigerator. Use within 3-4 days.,India,500g Pack,veg-tindora-500g,fresh_supplier
curry-leaves,veg-curry-leaves-50g,GEN_curry-leaves_50g,50g Pack,50,g,/images/products/curry-leaves.png,A,,,Fresh Curry Leaves,Store in refrigerator. Use within 1-2 weeks.,India,50g Pack,veg-curry-leaves-50g,fresh_supplier
vine-tomato,veg-tomato-500g,GEN_vine-tomato_500g,500g Pack,Store at room temperature. Use within 5-7 days.,UK,500,/images/products/vine-tomato.png,,vegetarian;vegan;gluten-free,,,Fresh Vine Tomatoes,true,published,fresh_supplier
green-lime,veg-lime-4pk,GEN_green-lime_4pc,4 Pack,Store in refrigerator. Use within 1-2 weeks.,India,4,/images/products/green-lime.png,,vegetarian;vegan;gluten-free,,,Fresh Green Limes,true,published,fresh_supplier
coconut,veg-coconut-single,GEN_coconut_1pc,Single,Store at room temperature. Use within 2 weeks.,Sri Lanka,1,/images/products/coconut.png,,vegetarian;vegan;gluten-free,,,Fresh Whole Coconut,true,published,fresh_supplier
green-plantains,veg-plantain-single,GEN_green-plantains_1pc,Single,Store at room temperature. Use within 5-7 days.,India,1,/images/products/green-plantains.png,,vegetarian;vegan;gluten-free,,,Fresh Green Plantains,false,published,fresh_supplier
cassava,veg-cassava-1kg,GEN_cassava_1kg,1kg Pack,1,kg,/images/products/cassava.png,B,,,Fresh Cassava Root,Store in refrigerator. Use within 1-2 weeks.,Sri Lanka,1kg Pack,veg-cassava-1kg,fresh_supplier
arbi,veg-arbi-500g,GEN_arbi_500g,500g Pack,500,g,/images/products/arbi.png,B,,,Fresh Arbi (Taro Root),Store in refrigerator. Use within 1-2 weeks.,India,500g Pack,veg-arbi-500g,fresh_supplier
